idu,commune,ratio_pct,etage,annee_construction,annee_etiquette,passoire,divisible,decision,motif,tier_servi,rang
97418000AP4378,Sainte-Marie,19.929840231860137,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4180
97408000BO0162,La Possession,29.870658549978764,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,4189
97408000AC0440,La Possession,25.246837728544005,2,,Absent,f,t,divisible,bâtie 25 % mais DIVISIBLE : partie libre 738 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,4191
97408000BO0454,La Possession,5.625815391871958,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,4194
97411000EH0011,Saint-Denis,21.97692567485483,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,4203
97415000AX0991,Saint-Paul,2.7162372681718328,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,4210
97411000CX1846,Saint-Denis,4.073575592894328,1,,Absent,f,t,servie,bâtie 4 % — servie (bâti marginal),chaude,4227
97412000CV0402,Saint-Joseph,4.449062335856623,1,,Absent,f,t,servie,bâtie 4 % — servie (bâti marginal),chaude,4312
97415000ET1722,Saint-Paul,7.712910905352887,1,,Absent,f,f,servie,bâtie 8 % — servie (bâti marginal),chaude,4428
97405000AR1591,Petite-Île,7.3195497619245495,1,,Absent,f,f,servie,bâtie 7 % — servie (bâti marginal),chaude,4967
97410000BX1958,Saint-Benoît,8.89504122732736,1,,Absent,f,f,servie,bâtie 9 % — servie (bâti marginal),chaude,5024
97415000DK1060,Saint-Paul,60.82465692103662,3,,Absent,f,f,saturee,"bâtie saturée — ratio 61 % (emprise 203 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,5224
97408000AC2409,La Possession,2.337568271414382,1,,Absent,f,t,servie,bâtie 2 % — servie (bâti marginal),chaude,5251
97415000DK0831,Saint-Paul,19.440284468702338,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,5481
97415000DK1127,Saint-Paul,38.51353373414002,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,5487
97416000ID0907,Saint-Pierre,5.556045639081591,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,5531
97415000DK1062,Saint-Paul,51.41565826662264,3,,Absent,f,f,saturee,"bâtie saturée — ratio 51 % (emprise 150 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,5585
